"('mid',)","('averageRating',)","('numVotes',)"
tt0111049,3.6,1597
tt0111054,6.3,1279
tt0111055,7.4,1002
tt0111068,6.8,5481
tt0111070,6.5,113186
tt0111093,5.1,1742
tt0111094,5.4,6346
tt0111102,6.9,1687
tt0111112,7.4,9047
tt0111127,6.8,29164
tt0111143,6.0,25166
tt0111149,7.3,60218
tt0111161,9.3,2554860
tt0111173,5.4,2779
tt0111174,5.2,1098
tt0111175,5.0,1364
tt0111187,5.9,3930
tt0111190,4.6,5579
tt0111194,6.3,5545
tt0111201,5.9,10730
tt0111205,6.6,3360
tt0111216,5.1,1031
tt0111218,5.7,2645
tt0111244,4.0,1092
tt0111252,6.3,6290
tt0111255,5.5,65272
tt0111256,5.7,5139
tt0111257,7.3,352649
tt0111264,4.8,1051
tt0111271,6.0,1246
tt0111280,6.6,80589
tt0111282,7.0,186515
tt0111292,5.4,1211
tt0111293,6.2,4888
tt0111301,4.0,70519
tt0111308,6.1,1871
tt0111309,7.3,5443
tt0111323,6.2,11698
tt0111333,6.4,24459
tt0111341,8.3,10662
tt0111342,6.9,1093
tt0111359,5.9,3783
tt0111361,5.2,4027
tt0111400,5.5,13658
tt0111403,6.4,3119
tt0111408,7.6,1636
tt0111418,6.3,13059
tt0111419,6.3,16837
tt0111438,5.9,58960
tt0111454,6.3,1716
tt0111470,5.4,1935
tt0111477,5.9,14957
tt0111488,5.4,1882
tt0111495,8.1,100726
tt0111503,7.3,252135
tt0111507,7.6,71501
tt0111512,7.6,45298
tt0111543,5.6,4353
tt0111549,5.7,2459
tt0111552,4.2,2198
tt0111573,5.6,3287
tt0111579,7.8,15224
tt0111590,7.4,4684
tt0111640,5.4,3371
tt0111653,4.8,5464
tt0111666,7.4,4288
tt0111667,6.7,12693
tt0111686,6.4,56851
tt0111689,7.2,1545
tt0111693,6.5,21848
tt0111701,5.4,2306
tt0111712,6.7,1697
tt0111732,6.7,14223
tt0111742,6.2,55576
tt0111756,6.7,49771
tt0111786,8.1,4452
tt0111787,6.4,1741
tt0111793,6.1,4479
tt0111797,7.8,20467
tt0111800,7.0,3162
tt0111807,6.8,4035
tt0111835,6.4,5160
tt0111845,7.7,8092
tt0111862,5.4,2167
tt0112255,4.2,5799
tt0112257,6.4,1089
tt0112281,6.4,212820
tt0112288,6.4,9998
tt0112302,5.5,10708
tt0112313,7.0,5007
tt0112342,5.7,4123
tt0112346,6.8,56516
tt0112362,7.0,1446
tt0112365,6.8,4603
tt0112366,5.8,3214
tt0112368,6.7,6708
tt0112373,8.1,1172
tt0112379,7.4,8714
tt0112384,7.7,287304
tt0112386,7.0,1060
tt0112387,6.8,2168
tt0112389,7.1,3992
tt0112401,6.3,81830
tt0112427,5.9,2782
tt0112431,6.9,123208
tt0112435,5.7,5754
tt0112438,4.2,5313
tt0112442,6.8,257343
tt0112443,5.4,3044
tt0112444,5.4,1789
tt0112445,7.7,7320
tt0112446,6.2,2545
tt0112453,7.1,42720
tt0112459,5.6,1269
tt0112461,7.3,108562
tt0112462,5.4,246421
tt0112471,8.1,295416
tt0112480,5.8,1979
tt0112483,4.8,2184
tt0112492,4.0,1163
tt0112495,6.6,5156
tt0112499,5.5,10030
tt0112508,6.3,140769
tt0112513,7.5,1608
tt0112519,4.5,1192
tt0112527,5.9,1247
tt0112536,4.8,3122
tt0112537,5.1,2715
tt0112541,6.6,9503
tt0112546,6.4,1692
tt0112553,8.1,12426
tt0112556,7.0,2832
tt0112562,6.7,1622
tt0112571,6.4,12832
tt0112572,6.1,22134
tt0112573,8.4,1009456
tt0112579,7.6,79268
tt0112585,6.6,7847
tt0112602,5.6,6084
tt0112604,6.3,1978
tt0112606,6.1,6225
tt0112609,7.1,1536
tt0112619,7.4,3097
tt0112625,5.2,12795
tt0112634,3.6,2064
tt0112637,6.8,5443
tt0112641,8.2,501281
tt0112642,6.1,130615
tt0112651,7.8,6935
tt0112654,6.4,1564
tt0112679,6.6,8557
tt0112682,7.5,67711
tt0112685,4.1,1189
tt0112688,6.9,22047
tt0112697,6.9,205923
tt0112702,6.7,3757
tt0112710,7.4,1289
tt0112714,7.4,1588
tt0112715,5.2,45127
tt0112716,5.9,1011
tt0112722,6.6,58214
tt0112740,7.3,110151
tt0112744,6.3,13444
tt0112749,6.8,1837
tt0112750,6.4,12674
tt0112757,7.7,9812
tt0112760,5.7,27791
tt0112767,7.2,5043
tt0112769,7.5,11575
tt0112778,7.6,7000
tt0112792,6.5,51885
tt0112800,7.0,3251
tt0112817,7.5,95140
tt0112818,7.5,93478
tt0112819,6.9,21867
tt0112843,4.3,1103
tt0112844,6.7,1317
tt0112851,7.2,182424
tt0112854,4.5,2403
tt0112857,6.7,19770
tt0112864,7.6,380401
tt0112870,8.2,67731
tt0112873,2.5,3147
tt0112883,6.7,50201
tt0112887,6.0,15886
tt0112895,4.5,2850
tt0112896,5.8,41136
tt0112907,6.3,1095
tt0112913,7.6,35929
tt0112922,7.3,21091
tt0112945,6.6,2021
tt0112950,6.7,54173
tt0112966,6.6,17227
tt0112993,5.5,1160
tt0113010,4.3,12855
tt0113014,5.4,1874
tt0113026,5.6,1365
tt0113028,6.3,2959
tt0113041,6.0,37346
tt0113043,3.8,1314
tt0113049,5.1,1544
tt0113057,6.7,1800
tt0113059,5.5,1300
tt0113063,5.5,1171
tt0113071,6.0,72397
tt0113074,3.9,3320
tt0113080,6.3,2026
tt0113081,5.4,3458
tt0113083,7.0,11537
tt0113089,6.6,6913
tt0113097,6.5,12304
tt0113101,6.7,103239
tt0113114,5.0,18249
tt0113117,6.6,49454
tt0113118,7.3,109558
tt0113133,6.8,3713
tt0113140,3.4,1028
tt0113142,6.7,3407
tt0113149,6.4,4930
tt0113153,6.5,5085
tt0113158,6.5,3050
tt0113161,6.9,82504
tt0113187,6.9,6296
tt0113188,6.0,4513
tt0113189,7.2,252536
tt0113194,6.8,2425
tt0113198,6.9,51886
tt0113199,3.7,1963
tt0113211,8.1,16505
tt0113221,2.3,1103
tt0113228,6.6,26817
tt0113241,6.4,1592
tt0113243,6.2,68774
tt0113247,8.1,166053
tt0113253,4.7,35686
tt0113256,7.2,1129
tt0113269,6.2,6622
tt0113277,8.3,627321
tt0113278,4.0,1295
tt0113280,6.8,4876
tt0113292,6.2,1172
tt0113303,5.3,6808
tt0113305,6.5,19704
tt0113313,5.7,1922
tt0113314,7.2,1105
tt0113321,6.6,13130
tt0113326,6.7,41660
tt0113347,6.3,11541
tt0113356,6.8,2361
tt0113360,5.9,5179
tt0113362,7.0,6007
tt0113375,7.3,6857
tt0113376,4.7,3973
tt0113394,5.5,1432
tt0113403,7.2,2575
tt0113409,7.1,67349
tt0113416,6.6,4686
tt0113419,6.0,28402
tt0113429,7.0,1863
tt0113438,3.2,1327
tt0113442,5.9,22292
tt0113443,7.1,3022
tt0113448,6.6,5248
tt0113449,3.3,1362
tt0113451,5.3,12578
tt0113463,5.7,3025
tt0113464,6.8,6196
tt0113475,6.8,1182
tt0113481,5.6,70724
tt0113492,5.5,116321
tt0113497,7.0,333561
tt0113500,4.2,8011
tt0113501,6.4,26758
tt0113510,4.9,2100
tt0113526,7.0,14164
tt0113533,5.1,1539
tt0113537,6.7,13338
tt0113538,4.7,6148
tt0113540,7.0,77268
tt0113542,6.3,2294
tt0113552,5.9,18972
tt0113557,7.3,1919
tt0113568,7.9,139057
tt0113580,7.0,2330
tt0113598,7.3,1156
tt0113613,6.7,14745
tt0113617,6.9,5265
tt0113623,6.4,1381
tt0113627,7.5,121374
tt0113649,7.0,2025
tt0113670,7.6,34071
tt0113674,5.2,1855
tt0113677,7.5,18274
tt0113682,5.5,4443
tt0113690,6.0,17431
tt0113691,6.4,6042
tt0113703,7.9,8642
tt0113718,6.9,3168
tt0113720,6.9,6381
tt0113725,7.5,5961
tt0113729,5.3,6548
tt0113737,5.4,1977
tt0113748,5.0,1304
tt0113749,7.1,121077
tt0113755,5.2,9553
tt0113757,5.9,1323
tt0113762,4.3,9095
tt0113774,7.2,1346
tt0113799,7.5,17618
tt0113808,5.4,3337
tt0113819,7.0,39957
tt0113820,5.2,26950
tt0113824,7.9,59604
tt0113828,7.5,3805
tt0113845,5.7,40665
tt0113849,6.2,2427
tt0113851,5.7,3691
tt0113855,5.8,116442
tt0113858,4.7,2393
tt0113862,7.3,38450
tt0113870,7.3,28115
tt0113896,7.3,4106
tt0113918,7.0,1912
tt0113922,7.5,1420
tt0113926,3.2,1588
tt0113932,6.1,1848
tt0113936,5.6,5864
tt0113939,6.3,2114
tt0113947,7.2,4559
tt0113957,5.9,65593
tt0113965,5.2,6768
tt0113967,6.7,3205
tt0113971,7.4,3424
tt0113972,6.3,41527
tt0113982,5.3,1225
tt0113986,5.5,36644
tt0113987,7.1,30535
tt0113999,5.3,1158
tt0114011,6.8,29218
tt0114031,4.5,1663
tt0114048,5.1,8952
tt0114055,7.5,4196
tt0114057,6.9,9571
tt0114069,6.6,127414
tt0114070,3.9,1824
tt0114084,6.4,2493
tt0114086,6.4,5815
tt0114095,6.5,5008
tt0114099,5.8,3880
tt0114108,5.5,5021
tt0114113,6.0,2291
tt0114126,6.3,9047
tt0114129,6.6,1119
tt0114134,6.6,12946
tt0114148,6.7,181676
tt0114151,4.4,5879
tt0114168,6.6,30004
tt0114193,4.5,1029
tt0114194,6.4,30875
tt0114196,4.0,1148
tt0114210,5.2,1064
tt0114212,6.7,1427
tt0114214,6.5,91377
tt0114231,5.7,3873
tt0114234,7.5,9718
tt0114266,7.1,1988
tt0114272,6.6,9405
tt0114279,7.3,14569
tt0114287,6.9,42462
tt0114296,6.4,1852
tt0114303,5.4,1896
tt0114306,4.4,2412
tt0114317,6.1,4514
tt0114319,6.3,40384
tt0114323,7.1,14694
tt0114329,7.7,1908
tt0114345,5.3,15214
tt0114354,7.0,1602
tt0114367,6.3,26790
tt0114369,8.6,1566854
tt0114371,5.3,1317
tt0114388,7.7,112500
tt0114429,7.1,2027
tt0114432,5.0,2205
tt0114436,4.9,66673
tt0114437,6.0,4201
tt0114443,5.8,1188
tt0114465,4.0,1329
tt0114474,6.9,1546
tt0114478,7.4,35845
tt0114489,4.3,1218
tt0114496,5.7,14947
tt0114508,5.8,79070
tt0114536,4.7,1006
tt0114550,7.0,1638
tt0114558,7.2,70781
tt0114563,7.2,8753
tt0114571,5.2,2805
tt0114576,5.8,34093
tt0114594,7.0,24011
tt0114608,6.7,23522
tt0114609,6.4,8162
tt0114614,5.3,31723
tt0114622,4.8,1247
tt0114623,5.1,1301
tt0114626,7.1,1528
tt0114651,7.4,1751
tt0114658,2.3,4525
tt0114660,6.8,27462
tt0114663,6.1,3079
tt0114666,5.0,1183
tt0114671,7.5,11190
tt0114681,6.8,47281
tt0114682,6.6,31480
tt0114690,7.0,3446
tt0114694,7.1,84834
tt0114697,4.1,3489
tt0114702,6.5,15467
tt0114704,7.5,2160
tt0114709,8.3,953509
tt0114726,5.0,2634
tt0114732,7.2,6745
tt0114733,6.0,6280
tt0114746,8.0,605171
tt0114753,6.2,3436
tt0114774,7.7,1478
tt0114781,5.5,46201
tt0114787,8.1,57724
tt0114788,6.1,3571
tt0114790,6.3,1272
tt0114798,6.7,3129
tt0114805,6.4,1131
tt0114808,7.4,5101
tt0114814,8.5,1052720
tt0114825,4.6,23261
tt0114844,6.6,2521
tt0114852,5.6,31257
tt0114857,5.5,29926
tt0114863,7.6,6763
tt0114885,5.9,10757
tt0114887,6.7,33712
tt0114898,6.2,192302
tt0114906,7.4,33763
tt0114916,6.6,7011
tt0114917,6.0,2371
tt0114924,6.8,100146
tt0114928,5.3,4910
tt0114938,5.8,6957
tt0114941,5.6,2240
tt0114996,7.9,7188
tt0115005,7.5,3345
tt0115006,3.6,1172
tt0115012,7.1,5588
tt0115019,5.9,1318
tt0115033,7.0,3598
tt0115040,7.7,1954
tt0115042,5.3,2001
tt0115067,6.9,2460
tt0115433,5.7,109600
tt0115438,6.5,19696
tt0115471,3.8,3641
tt0115472,5.2,5696
tt0115479,7.2,1330
tt0115487,6.7,4686
tt0115493,5.7,5447
tt0115495,6.1,8029
tt0115509,5.5,5993
tt0115530,5.7,3749
tt0115536,6.5,1676
tt0115561,7.4,14392
tt0115568,4.6,1704
tt0115571,6.2,34914
tt0115577,8.0,1733
tt0115580,6.1,8122
tt0115610,5.8,6727
tt0115624,3.4,28086
tt0115632,6.9,20560
tt0115633,7.4,4390
tt0115638,6.8,1322
tt0115639,7.1,32791
tt0115640,7.6,23883
tt0115641,6.8,54986
tt0115644,6.1,8280
tt0115645,6.1,8944
tt0115650,7.2,4789
tt0115658,7.1,3731
tt0115665,6.7,1148
tt0115669,7.7,3304
tt0115676,4.7,5068
tt0115678,7.3,19966
tt0115683,4.3,27443
tt0115685,7.2,87192
tt0115693,6.0,11626
tt0115697,6.2,39944
tt0115701,4.3,1596
tt0115710,6.0,9977
tt0115725,5.3,6640
tt0115734,6.9,75334
tt0115736,7.3,54476
tt0115738,7.2,5637
tt0115742,4.9,3655
tt0115744,7.2,19611
tt0115751,7.8,65755
tt0115759,6.1,96894
tt0115781,6.4,8323
tt0115783,5.8,38027
tt0115794,4.5,1349
tt0115798,6.1,162168
tt0115813,5.8,3990
tt0115819,7.0,12308
tt0115822,7.3,2270
tt0115832,6.8,3243
tt0115834,3.1,1932
tt0115836,4.9,4861
tt0115837,6.4,1581
tt0115847,6.6,1547
tt0115851,5.3,10015
tt0115856,6.8,3359
tt0115857,5.6,51817
tt0115862,6.0,15103
tt0115886,6.3,2365
tt0115899,6.8,3850
tt0115906,7.0,7988
tt0115907,6.2,20500
tt0115927,5.5,1690
tt0115928,6.7,1555
tt0115940,7.6,7712
tt0115950,6.8,1431
tt0115951,6.6,2027
tt0115956,6.6,53800
tt0115963,6.4,89462
tt0115964,6.4,57864
tt0115986,4.6,20201
tt0115988,6.8,37247
tt0115994,5.9,5268
tt0116000,5.4,26719
tt0116014,7.0,3991
tt0116036,6.4,1790
tt0116039,3.7,1284
tt0116040,5.9,72022
tt0116041,7.0,5511
tt0116059,5.4,3969
tt0116075,5.3,9221
tt0116095,5.4,14220
tt0116102,7.0,1964
tt0116116,7.1,1057
tt0116126,6.6,54165
tt0116130,6.1,24004
tt0116136,6.4,96247
tt0116138,5.2,1414
tt0116141,6.0,2752
tt0116147,6.7,6060
tt0116151,5.3,12514
tt0116163,6.4,4052
tt0116164,6.8,1447
tt0116165,2.7,8530
tt0116168,5.1,10950
tt0116191,6.6,38374
tt0116209,7.4,187113
tt0116213,6.1,109031
tt0116225,5.7,73637
tt0116231,8.2,69315
tt0116240,5.9,4639
tt0116242,6.7,36884
tt0116247,5.5,3618
tt0116250,6.3,35411
tt0116253,6.5,55892
tt0116259,6.2,19337
tt0116260,6.1,16125
tt0116261,7.3,1196
tt0116269,5.8,2104
tt0116274,7.2,1405
tt0116275,7.0,3644
tt0116277,5.9,48097
tt0116279,5.3,1158
tt0116282,8.1,658701
tt0116287,6.2,46805
tt0116289,5.4,11050
tt0116293,5.4,2476
tt0116295,6.7,1877
tt0116308,7.2,5985
tt0116311,5.2,10862
tt0116313,6.4,47753
tt0116320,5.4,9029
tt0116322,5.3,10931
tt0116324,6.7,18645
tt0116329,6.9,25112
tt0116334,6.1,1024
tt0116341,3.6,2715
tt0116353,6.1,9222
tt0116361,6.8,28003
tt0116365,7.1,86899
tt0116367,7.2,305220
tt0116378,6.6,8753
tt0116384,6.9,3283
tt0116390,7.0,2570
tt0116404,6.8,5631
tt0116405,4.7,1375
tt0116407,7.5,3607
tt0116409,6.8,60580
tt0116410,6.7,11039
tt0116414,5.2,6281
tt0116421,5.4,19922
tt0116422,5.6,3523
tt0116426,7.3,8823
tt0116442,6.7,3844
tt0116446,5.6,1258
tt0116447,6.8,2330
tt0116448,5.5,10168
tt0116455,6.6,1053
tt0116456,7.0,1742
tt0116477,7.8,37688
tt0116480,7.2,1575
tt0116481,7.6,2112
tt0116483,7.0,215299
tt0116488,7.3,2695
tt0116493,5.9,10209
tt0116502,6.0,7701
tt0116503,5.2,1775
tt0116506,5.5,3323
tt0116508,5.8,5388
tt0116514,5.1,20993
tt0116516,4.9,1033
tt0116531,5.5,13320
tt0116552,5.9,14912
tt0116557,2.6,1028
tt0116571,5.7,8595
tt0116581,7.5,9447
tt0116583,7.0,152592
tt0116587,5.8,1307
tt0116589,7.6,2659
tt0116592,5.3,2797
tt0116594,6.6,6732
tt0116601,6.5,1689
tt0116606,4.9,4138
tt0116621,5.9,8629
tt0116629,7.0,559131
tt0116630,8.1,12152
tt0116635,6.2,1847
tt0116650,7.0,6676
tt0116654,4.5,33118
tt0116661,6.1,1690
tt0116669,5.8,60015
tt0116676,5.9,4346
tt0116681,5.5,1074
tt0116683,6.7,65320
tt0116684,6.8,9555
tt0116690,5.9,2322
tt0116692,7.5,4323
tt0116695,7.3,258029
tt0116696,6.9,1453
tt0116704,6.6,20726
tt0116705,5.7,102725
tt0116707,5.5,13248
tt0116714,6.3,1767
tt0116722,7.0,10494
tt0116729,7.0,1927
tt0116731,5.7,18525
tt0116736,7.0,8453
tt0116739,7.8,2711
tt0116743,6.0,10542
tt0116745,6.3,4850
tt0116752,7.6,7672
tt0116754,7.5,4464
tt0116756,3.0,24210
tt0116762,5.1,1695
tt0116763,7.6,4251
tt0116767,7.4,6071
tt0116768,6.9,8757
tt0116770,4.5,1237
tt0116778,6.9,82660
tt0116783,6.4,3792
tt0116790,7.8,15303
tt0116791,5.3,3034
tt0116823,5.6,7337
tt0116827,5.7,4342
tt0116828,5.4,1856
tt0116830,6.4,57434
tt0116833,6.1,1863
tt0116839,2.5,9549
tt0116845,5.6,1533
tt0116851,7.6,3668
tt0116852,7.6,4649
tt0116860,8.7,16235
tt0116882,7.3,2726
tt0116883,4.7,1588
tt0116897,4.0,1715
tt0116905,7.4,29439
tt0116908,6.8,78486
tt0116913,7.3,8271
tt0116922,7.6,139015
tt0116928,5.1,1379
tt0116930,6.8,1523
tt0116931,6.4,1999
tt0116950,7.8,2231
tt0116953,5.3,2886
tt0116962,7.5,1265
tt0116985,6.6,2054
tt0116996,6.4,222867
tt0116999,6.7,27697
tt0117002,5.8,14843
tt0117008,7.0,144509
tt0117011,5.5,21884
tt0117038,5.7,42788
tt0117039,7.1,31184
tt0117040,7.9,11093
tt0117056,7.5,2710
tt0117057,6.6,19564
tt0117060,7.1,411296
tt0117069,6.8,1956
tt0117070,5.2,2587
tt0117071,6.4,4284
tt0117073,6.4,1454
tt0117089,5.8,1347
tt0117091,6.9,6180
tt0117093,7.1,5218
tt0117102,3.8,5077
tt0117104,6.2,7544
tt0117107,6.3,17168
tt0117108,6.1,32315
tt0117110,6.9,23732
tt0117119,6.5,14972
tt0117128,7.2,18314
tt0117135,5.9,1635
tt0117143,7.1,1527
tt0117151,7.2,1705
tt0117193,5.1,2965
tt0117194,6.7,1540
tt0117202,6.2,2370
tt0117214,7.8,3785
tt0117218,5.7,115468
tt0117221,7.0,1649
tt0117238,4.0,3110
tt0117247,6.5,45747
tt0117260,5.7,1759
tt0117273,8.0,1157
tt0117283,5.2,10625
tt0117284,6.5,2525
tt0117293,8.2,16503
tt0117315,7.5,1505
tt0117318,7.3,93373
tt0117331,5.0,33758
tt0117333,6.4,78620
tt0117338,7.1,1880
tt0117342,4.1,2137
tt0117350,2.7,3873
tt0117351,5.7,1089
tt0117359,7.5,4501
tt0117364,6.2,11708
tt0117372,5.6,12182
tt0117381,7.7,206435
tt0117394,7.2,1855
tt0117398,7.7,7817
tt0117407,7.3,38818
tt0117412,5.7,1810
tt0117420,5.5,25883
tt0117427,5.4,3184
tt0117437,6.1,7576
tt0117438,6.7,125712
tt0117468,6.2,6149
tt0117473,5.2,3259
tt0117477,7.3,7543
tt0117482,4.7,1089
tt0117496,6.0,12391
tt0117500,7.4,329974
tt0117509,6.8,223040
tt0117533,5.8,1575
tt0117550,2.6,9045
tt0117555,8.1,2222
tt0117561,6.8,5625
tt0117571,7.4,327239
tt0117577,6.0,1697
tt0117581,3.3,1343
tt0117582,5.6,2390
tt0117589,8.0,42245
tt0117603,6.9,15945
tt0117608,5.8,22468
tt0117609,5.7,2948
tt0117611,4.8,1588
tt0117615,7.7,11036
tt0117628,6.0,17316
tt0117631,7.7,53672
tt0117653,5.4,4023
tt0117658,6.0,8254
tt0117665,7.6,214385
tt0117666,8.0,92544
tt0117688,4.0,4324
tt0117690,7.2,2800
tt0117695,6.2,1343
tt0117705,6.5,193144
tt0117715,7.3,3411
tt0117718,7.0,6900
tt0117723,5.3,37666
tt0117731,7.6,123336
tt0117737,6.5,27809
tt0117765,4.5,45148
tt0117768,4.2,6788
tt0117771,6.6,1261
tt0117774,6.0,13651
tt0117781,6.1,4653
tt0117784,5.9,1684
tt0117786,6.2,26848
tt0117791,6.3,7388
tt0117797,7.5,3856
tt0117802,7.2,81260
tt0117817,6.9,1230
tt0117826,5.4,14705
tt0117876,7.2,1419
tt0117883,7.4,38175
tt0117887,7.0,67635
tt0117891,5.6,4890
tt0117894,5.8,30243
tt0117898,5.2,1216
tt0117905,8.1,5918
tt0117909,7.3,3874
tt0117913,7.5,152082
tt0117918,6.4,49350
tt0117924,5.8,4846
tt0117951,8.2,668993
tt0117958,7.1,16251
tt0117959,6.5,1715
tt0117965,5.7,7745
tt0117968,6.9,1384
tt0117979,6.3,27571
tt0117983,5.4,1383
tt0117991,7.2,5992
tt0117998,6.4,191214
tt0118001,5.4,5626
tt0118002,5.2,5807
tt0118011,8.1,1925
tt0118015,7.4,5067
tt0118018,5.9,2168
tt0118020,7.2,2917
tt0118040,6.0,5339
tt0118043,6.8,2554
tt0118044,6.5,2220
tt0118055,6.1,14379
tt0118064,6.7,4529
tt0118073,5.8,10782
tt0118083,4.9,1801
tt0118100,6.8,2114
tt0118111,7.4,28569
tt0118113,6.7,3517
tt0118117,7.0,2450
tt0118125,7.1,2374
tt0118138,5.5,3189
tt0118147,8.0,17747
tt0118158,6.6,23669
tt0118163,7.1,3700
tt0118172,6.3,3237
tt0118200,6.1,2646
tt0118301,6.0,15621
tt0118521,8.8,1076
tt0118523,4.8,2864
tt0118531,6.6,23458
tt0118539,2.9,12692
tt0118540,7.8,3246
tt0118541,5.4,10373
tt0118548,6.7,53950
tt0118554,6.0,3073
tt0118556,6.1,24575
tt0118564,6.9,16961
tt0118566,6.0,3500
tt0118570,5.2,17650
tt0118571,6.5,191707
tt0118577,3.5,3601
tt0118583,6.2,241899
tt0118586,6.4,3301
tt0118588,7.1,2951
tt0118589,2.4,23403
tt0118591,6.2,1021
tt0118603,5.9,1497
tt0118604,5.1,24753
tt0118607,7.3,75594
tt0118615,4.8,102748
tt0118617,7.1,120257
tt0118623,6.3,5868
tt0118632,7.2,14073
tt0118635,6.9,3098
tt0118636,6.7,38073
tt0118644,6.4,2098
tt0118647,6.8,9345
tt0118652,4.9,1811
tt0118655,7.0,234541
tt0118660,4.7,1060
tt0118661,3.8,43512
tt0118663,4.6,5390
tt0118665,2.7,26336
tt0118670,5.3,1768
tt0118673,5.9,2958
tt0118678,5.0,3185
tt0118682,6.4,3061
tt0118686,5.9,1940
tt0118688,3.7,246475
tt0118689,6.5,102922
tt0118691,5.4,9270
tt0118694,8.1,143155
tt0118696,5.0,1127
tt0118698,7.1,8198
tt0118702,5.5,2942
tt0118705,6.9,1027
tt0118708,5.5,41074
tt0118715,8.1,784255
tt0118734,5.3,2575
tt0118735,6.0,1077
tt0118736,6.5,7371
tt0118742,6.0,2513
tt0118744,5.4,11956
tt0118747,4.9,33035
tt0118749,7.9,257135
tt0118750,5.4,8825
tt0118751,8.0,15624
tt0118755,5.8,22207
tt0118756,6.9,3521
tt0118760,7.0,20502
tt0118763,6.3,1233
tt0118764,6.6,2136
tt0118766,5.4,1110
tt0118767,7.9,20315
tt0118768,6.2,10004
tt0118771,7.0,53753
tt0118772,4.7,2929
tt0118785,6.7,2068
tt0118787,4.8,2643
tt0118788,7.1,2475
tt0118789,7.5,52727
tt0118798,6.8,25990
tt0118799,8.6,670416
tt0118804,7.1,10897
tt0118818,7.1,5728
tt0118819,7.4,30735
tt0118826,7.7,16081
tt0118829,6.9,7535
tt0118834,6.3,1906
tt0118836,2.3,6235
tt0118840,5.4,3220
tt0118842,7.2,136533
tt0118843,8.0,53135
tt0118845,7.7,27529
tt0118849,8.2,72781
tt0118851,6.3,3379
tt0118852,7.1,4226
tt0118859,6.1,5999
tt0118863,6.6,11448
tt0118864,5.0,2381
tt0118866,6.6,5530
tt0118870,5.1,1062
tt0118880,6.9,291451
tt0118883,6.7,99091
tt0118884,7.5,268666
tt0118887,7.0,92139
tt0118892,7.2,17385
tt0118894,6.2,2678
tt0118900,6.4,8888
tt0118901,5.9,2068
tt0118906,7.5,2070
tt0118925,6.7,2511
tt0118926,6.9,6609
tt0118927,4.4,1917
tt0118928,6.0,88857
tt0118929,7.6,196746
tt0118930,5.4,3509
tt0118931,5.9,1067
tt0118954,7.3,44558
tt0118956,6.1,36437
tt0118957,6.7,2652
tt0118966,6.1,16674
tt0118971,7.5,358454
tt0118972,6.2,64049
tt0118976,6.3,4118
tt0118980,6.8,2707
tt0118983,7.1,22095
tt0118996,6.5,17637
tt0118998,5.4,96095
tt0119004,5.7,4374
tt0119008,7.7,297752
tt0119013,4.8,33900
tt0119019,6.9,1795
tt0119038,7.6,40869
tt0119051,6.9,72421
tt0119052,7.1,1701
tt0119053,5.8,16424
tt0119054,6.1,3079
tt0119055,4.8,1600
tt0119062,5.6,4932
tt0119072,2.0,1431
tt0119079,6.8,7847
tt0119080,7.3,9848
tt0119081,6.6,172866
tt0119084,5.2,1159
tt0119086,5.3,13270
tt0119088,4.6,1094
tt0119092,6.7,4502
tt0119094,7.3,367106
tt0119095,6.5,5921
tt0119097,7.1,2477
tt0119098,6.0,1909
tt0119099,7.0,80994
tt0119107,7.1,3813
tt0119109,5.2,15554
tt0119114,6.7,10889
tt0119115,6.4,24437
tt0119116,7.7,459648
tt0119123,5.1,17767
tt0119125,7.2,4399
tt0119137,5.3,88372
tt0119141,6.1,35329
tt0119142,5.8,10962
tt0119152,4.7,10068
tt0119164,7.2,104677
tt0119165,6.6,2817
tt0119167,7.5,71740
tt0119169,5.9,1308
tt0119173,6.0,79362
tt0119174,7.8,379694
tt0119177,7.8,295529
tt0119190,5.5,76193
tt0119196,5.7,11103
tt0119203,2.7,2410
tt0119204,6.2,1323
tt0119209,5.7,1959
tt0119210,6.4,13833
tt0119214,4.8,9968
tt0119215,5.7,28663
tt0119217,8.3,927789
tt0119219,5.6,4033
tt0119223,6.8,53287
tt0119225,6.9,15503
tt0119227,6.1,10595
tt0119229,7.3,93042
tt0119237,6.6,34416
tt0119238,5.9,1123
tt0119239,7.3,4982
tt0119247,5.8,2635
tt0119248,6.8,6670
tt0119249,5.8,4203
tt0119250,7.7,30028
tt0119256,7.2,49072
tt0119263,7.2,2952
tt0119272,5.7,2010
tt0119273,5.4,8400
tt0119278,6.4,2001
tt0119279,4.2,2859
tt0119280,7.2,14278
tt0119282,7.3,222387
tt0119285,6.2,2955
tt0119288,4.8,1073
tt0119303,4.5,114674
tt0119304,5.1,8432
tt0119305,5.7,4756
tt0119311,6.3,11366
tt0119313,6.0,26942
tt0119314,6.7,40865
tt0119324,6.6,8112
tt0119326,5.3,8944
tt0119327,5.0,1980
tt0119336,5.8,10129
tt0119338,6.3,1219
tt0119345,5.8,142909
tt0119346,6.9,1958
tt0119347,6.1,3000
tt0119349,7.4,55687
tt0119360,6.4,41169
tt0119361,7.2,13582
tt0119365,6.4,3724
tt0119375,7.2,14089
tt0119381,6.4,12641
tt0119385,8.5,5937
tt0119389,7.1,1650
tt0119395,6.4,114719
tt0119396,7.5,339032
tt0119418,1.8,1115
tt0119426,5.0,1695
tt0119427,6.1,2415
